抓取日期,發行機構代碼,發行機構名稱,債券名稱,掛牌日期,發行資料
2026-09-04,4442,開曼群島商竣邦國際股份有限公司,開曼群島商竣邦國際股份有限公司中華民國境內第一次無擔保轉換公司債,114/07/28,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=44421&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=4442&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,1786,科妍生物科技股份有限公司,科妍生物科技股份有限公司國內第三次無擔保轉換公司債,114/08/01,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=17863&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=1786&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6843,進典工業股份有限公司,進典工業股份有限公司國內第一次無擔保轉換公司債,114/08/04,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=68431&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6843&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6982,大井泵浦工業股份有限公司,大井泵浦工業股份有限公司國內第二次無擔保轉換公司債,114/08/04,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=69822&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6982&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,3167,大量科技股份有限公司,大量科技股份有限公司國內第二次無擔保轉換公司債,114/08/06,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=31672&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=3167&monyr_reg=202609&pg=&step=0&tg=
2026-09-04,7556,意德士科技股份有限公司,意德士科技股份有限公司國內第一次無擔保轉換公司債,114/08/12,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=75561&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=7556&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6821,聯寶電子股份有限公司,聯寶電子股份有限公司國內第一次無擔保轉換公司債,114/08/15,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=68211&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6821&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,7556,意德士科技股份有限公司,意德士科技股份有限公司國內第二次無擔保轉換公司債,114/08/15,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=75562&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=7556&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,4581,World Known MFG(Cayman)Limited,英屬開曼群島光隆精密股份有限公司中華民國境內第一次無擔保轉換公司債,114/08/15,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=45811&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=4581&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6207,雷科股份有限公司,雷科股份有限公司國內第五次無擔保轉換公司債,114/08/26,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=62075&bond_kind=5&bond_subn=%24M00000001&bond_yrn=5&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6207&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6591,動力科技股份有限公司,動力科技股份有限公司中華民國境內第四次無擔保轉換公司債,114/08/27,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=65914&bond_kind=5&bond_subn=%24M00000001&bond_yrn=4&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6591&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2743,山富國際旅行社股份有限公司,山富國際旅行社股份有限公司國內第一次無擔保轉換公司債,114/08/28,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=27431&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2743&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,4558,寶緯工業股份有限公司,寶緯工業股份有限公司國內第一次有擔保轉換公司債,114/08/28,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=45581&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=4558&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,7402,邑錡股份有限公司,邑錡股份有限公司國內第二次無擔保轉換公司債,114/09/02,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=74022&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=7402&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6207,雷科股份有限公司,雷科股份有限公司國內第六次無擔保轉換公司債,114/09/05,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=62076&bond_kind=5&bond_subn=%24M00000001&bond_yrn=6&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6207&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6533,晶心科技股份有限公司,晶心科技股份有限公司國內第一次無擔保轉換公司債,114/09/08,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=65331&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6533&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,3284,太普高精密影像股份有限公司,太普高精密影像股份有限公司國內第三次無擔保轉換公司債,114/09/15,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=32843&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=3284&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,4168,台灣醣聯生技醫藥股份有限公司,台灣醣聯生技醫藥股份有限公司國內第四次有擔保轉換公司債,114/09/18,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=41684&bond_kind=5&bond_subn=%24M00000001&bond_yrn=4&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=4168&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6616,特昇國際股份有限公司,特昇國際股份有限公司中華民國境內第三次無擔保轉換公司債,112/09/20,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=66163&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6616&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,4438,廣越企業股份有限公司,廣越企業股份有限公司國內第三次無擔保轉換公司債,114/09/30,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=44383&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=4438&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,4722,國精化學股份有限公司,國精化學股份有限公司國內第三次無擔保轉換公司債,114/10/01,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=47223&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=4722&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,3687,茂為歐買尬數位科技股份有限公司,茂為歐買尬數位科技股份有限公司國內第二次無擔保轉換公司債,114/10/02,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=36872&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=3687&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6957,裕慶金屬股份有限公司,裕慶金屬股份有限公司中華民國境內第一次無擔保轉換公司債,114/10/02,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=69571&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6957&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,3687,茂為歐買尬數位科技股份有限公司,茂為歐買尬數位科技股份有限公司國內第三次無擔保轉換公司債,114/10/03,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=36873&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=3687&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,8404,百和興業股份有限公司(開曼),百和興業股份有限公司中華民國境內第一次有擔保轉換公司債,114/10/03,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=84041&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=8404&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,1256,鮮活控股股份有限公司,鮮活控股股份有限公司中華民國境內第一次無擔保轉換公司債,114/10/08,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=12561&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=1256&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2753,八方雲集國際股份有限公司,八方雲集國際股份有限公司國內第一次無擔保轉換公司債,114/10/09,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=27531&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2753&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6477,安集科技股份有限公司,安集科技股份有限公司國內第五次無擔保轉換公司債,114/10/09,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=64775&bond_kind=5&bond_subn=%24M00000001&bond_yrn=5&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6477&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2104,國際中橡投資控股股份有限公司,國際中橡投資控股股份有限公司國內第三次無擔保轉換公司債,112/10/13,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=21043&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2104&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,5201,凱衛資訊股份有限公司,凱衛資訊股份有限公司國內第一次有擔保轉換公司債,114/10/15,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=52011&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=5201&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6219,富旺國際開發股份有限公司,富旺國際開發股份有限公司國內第四次有擔保轉換公司債,114/10/16,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=62194&bond_kind=5&bond_subn=%24M00000001&bond_yrn=4&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6219&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6163,華電聯網股份有限公司,華電聯網股份有限公司國內第五次無擔保轉換公司債,114/10/16,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=61635&bond_kind=5&bond_subn=%24M00000003&bond_yrn=5&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6163&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,7713,威力德生醫股份有限公司,威力德生醫股份有限公司國內第一次無擔保轉換公司債,114/10/20,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=77131&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=7713&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2753,八方雲集國際股份有限公司,八方雲集國際股份有限公司國內第二次無擔保轉換公司債,114/10/20,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=27532&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2753&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6209,今國光學工業股份有限公司,今國光學工業股份有限公司國內第三次有擔保轉換公司債,114/10/23,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=62093&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6209&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,3551,世禾科技股份有限公司,世禾科技股份有限公司國內第三次無擔保轉換公司債,114/10/28,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=35513&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=3551&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,3684,榮昌科技股份有限公司,榮昌科技股份有限公司國內第一次無擔保轉換公司債,114/10/28,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=36841&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=3684&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6190,萬泰科技股份有限公司,萬泰科技股份有限公司國內第七次無擔保轉換公司債,114/11/06,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=61907&bond_kind=5&bond_subn=%24M00000001&bond_yrn=7&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6190&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6189,豐藝電子股份有限公司,豐藝電子股份有限公司國內第四次無擔保轉換公司債,112/11/10,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=61894&bond_kind=5&bond_subn=%24M00000001&bond_yrn=4&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6189&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,3032,偉訓科技股份有限公司,偉訓科技股份有限公司國內第一次無擔保轉換公司債,114/11/13,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=30321&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=3032&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2402,毅嘉科技股份有限公司,毅嘉科技股份有限公司國內第三次無擔保轉換公司債,114/11/19,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=24023&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2402&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,9941,裕融企業股份有限公司,裕融企業股份有限公司國內第二次無擔保轉換公司債,112/11/20,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=99412&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=9941&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,4772,台灣特品化學股份有限公司,台灣特品化學股份有限公司國內第一次無擔保轉換公司債,114/11/27,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=47721&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=4772&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6890,來億興業股份有限公司,來億興業股份有限公司中華民國境內第一次無擔保轉換公司債,114/11/28,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=68901&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6890&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,1338,廣華控股有限公司,廣華控股有限公司中華民國境內第二次無擔保轉換公司債,112/12/01,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=13382&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=1338&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,5388,中磊電子股份有限公司,中磊電子股份有限公司國內第七次無擔保轉換公司債,112/12/06,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=53887&bond_kind=5&bond_subn=%24M00000001&bond_yrn=7&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=5388&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2732,六角國際事業股份有限公司,六角國際事業股份有限公司國內第四次無擔保轉換公司債,114/12/08,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=27324&bond_kind=5&bond_subn=%24M00000001&bond_yrn=4&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2732&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6890,來億興業股份有限公司,來億興業股份有限公司中華民國境內第二次無擔保轉換公司債,114/12/10,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=68902&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6890&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2427,三商電腦股份有限公司,三商電腦股份有限公司國內第一次無擔保轉換公司債,112/12/13,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=24271&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2427&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,5309,系統電子工業股份有限公司,系統電子工業股份有限公司國內第七次無擔保轉換公司債,114/12/15,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=53097&bond_kind=5&bond_subn=%24M00000001&bond_yrn=7&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=5309&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,8042,臺灣金山電子工業股份有限公司,臺灣金山電子工業股份有限公司國內第六次無擔保轉換公司債,114/12/16,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=80426&bond_kind=5&bond_subn=%24M00000001&bond_yrn=6&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=8042&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6796,晉弘科技股份有限公司,晉弘科技股份有限公司國內第二次無擔保轉換公司債,114/12/22,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=67962&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6796&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6670,復盛應用科技股份有限公司,復盛應用科技股份有限公司國內第二次無擔保轉換公司債,114/12/26,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=66702&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6670&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,3543,州巧科技股份有限公司,州巧科技股份有限公司國內第一次有擔保轉換公司債,114/12/26,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=35431&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=3543&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6904,伯鑫工具股份有限公司,伯鑫工具股份有限公司國內第一次無擔保轉換公司債,114/12/26,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=69041&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6904&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6015,宏遠證券股份有限公司,宏遠證券股份有限公司國內第二次無擔保轉換公司債,113/01/05,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=60152&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6015&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,8431,匯鑽科技股份有限公司,匯鑽科技股份有限公司國內第二次無擔保轉換公司債,115/01/05,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=84312&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=8431&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2745,五福旅行社股份有限公司,五福旅行社股份有限公司國內第一次無擔保轉換公司債,115/01/05,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=27451&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2745&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6510,中華精測科技股份有限公司,中華精測科技股份有限公司國內第一次無擔保轉換公司債,115/01/05,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=65101&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6510&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2467,志聖工業股份有限公司,志聖工業股份有限公司國內第二次無擔保轉換公司債,115/01/09,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=24672&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2467&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6199,天品聯合企業股份有限公司,天品聯合企業股份有限公司國內第三次有擔保轉換公司債,115/01/20,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=61993&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6199&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,3715,定穎投資控股股份有限公司,定穎投資控股股份有限公司國內第一次無擔保轉換公司債,115/01/21,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=37151&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=3715&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6199,天品聯合企業股份有限公司,天品聯合企業股份有限公司國內第四次無擔保轉換公司債,115/01/21,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=61994&bond_kind=5&bond_subn=%24M00000001&bond_yrn=4&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6199&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,3717,聯嘉光電投資控股股份有限公司,聯嘉光電投資控股股份有限公司國內第一次有擔保轉換公司債,115/01/21,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=37171&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=3717&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2467,志聖工業股份有限公司,志聖工業股份有限公司國內第三次無擔保轉換公司債,115/01/22,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=24673&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2467&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2233,宇隆科技股份有限公司,宇隆科技股份有限公司國內第一次無擔保轉換公司債,115/01/23,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=22331&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2233&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2455,全新光電科技股份有限公司,全新光電科技股份有限公司國內第二次無擔保轉換公司債,115/01/23,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=24552&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2455&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,8210,勤誠興業股份有限公司,勤誠興業股份有限公司國內第二次無擔保轉換公司債,115/01/26,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=82102&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=8210&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,2455,全新光電科技股份有限公司,全新光電科技股份有限公司國內第三次無擔保轉換公司債,115/01/27,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=24553&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=2455&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6101,寬魚國際股份有限公司,寬魚國際股份有限公司國內第一次有擔保轉換公司債,115/01/29,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=61011&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6101&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,3526,凡甲科技股份有限公司,凡甲科技股份有限公司國內第六次無擔保轉換公司債,113/01/29,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=35266&bond_kind=5&bond_subn=%24M00000001&bond_yrn=6&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=3526&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,4923,力士科技股份有限公司,力士科技股份有限公司國內第一次無擔保轉換公司債,115/01/29,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=49231&bond_kind=5&bond_subn=%24M00000001&bond_yrn=1&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=4923&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6101,寬魚國際股份有限公司,寬魚國際股份有限公司國內第二次無擔保轉換公司債,115/01/30,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=61012&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6101&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,8210,勤誠興業股份有限公司,勤誠興業股份有限公司國內第三次無擔保轉換公司債,115/02/03,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=82103&bond_kind=5&bond_subn=%24M00000001&bond_yrn=3&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=8210&monyr_reg=202608&pg=&step=0&tg=
2026-09-04,6515,穎崴科技股份有限公司,穎崴科技股份有限公司國內第二次無擔保轉換公司債,115/02/05,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=65152&bond_kind=5&bond_subn=%24M00000001&bond_yrn=2&come=2&encodeURIComponent=1&firstin=ture&issuer_stock_code=6515&monyr_reg=202608&pg=&step=0&tg=
