資料日期,代號,名稱,交易,收市,漲跌,開市,最高,最低,筆數,單位,金額,均價,明日參價,明日漲停,明日跌停
2009-07-27,12101,大成一,等價,108.15,-0.85,107.70,108.15,107.70,7,17,"1,832,650",107.80,108.15,115.70,100.60
2009-07-27,12101,大成一,議價,,,,,,,,,,,,
2009-07-27,12161,統一一,等價,,,,,,,,,99.46,99.25,106.15,92.35
2009-07-27,12161,統一一,議價,,,,,,,,,,,,
2009-07-27,13121,國喬一,等價,125.00,,126.00,126.50,125.00,71,187,"23,468,150",125.49,125.00,133.75,116.25
2009-07-27,13121,國喬一,議價,125.30,+0.30,,125.30,125.30,1,50,"6,265,000",,,,
2009-07-27,140201,遠新E1,等價,98.55,+0.10,98.55,98.55,98.55,1,5,"492,750",98.55,98.55,105.40,91.70
2009-07-27,140201,遠新E1,議價,,,,,,,,,,,,
2009-07-27,14093,新纖三,等價,104.00,+1.00,104.00,105.00,104.00,10,50,"5,212,000",104.24,104.00,111.25,96.75
2009-07-27,14093,新纖三,議價,,,,,,,,,,,,
2009-07-27,14773,聚陽三,等價,,,,,,,,,116.83,116.00,124.10,107.90
2009-07-27,14773,聚陽三,議價,,,,,,,,,,,,
2009-07-27,15242,耿鼎二,等價,,,,,,,,,100.00,113.00,120.90,105.10
2009-07-27,15242,耿鼎二,議價,,,,,,,,,,,,
2009-07-27,15281,恩德一,等價,,,,,,,,,102.00,102.00,109.10,94.90
2009-07-27,15281,恩德一,議價,,,,,,,,,,,,
2009-07-27,15362,和大二,等價,,,,,,,,,102.67,103.00,110.20,95.80
2009-07-27,15362,和大二,議價,,,,,,,,,,,,
2009-07-27,15371,廣隆一,等價,,,,,,,,,102.50,102.50,109.65,95.35
2009-07-27,15371,廣隆一,議價,,,,,,,,,,,,
2009-07-27,15691,濱川一,等價,,,,,,,,,102.80,102.80,109.95,95.65
2009-07-27,15691,濱川一,議價,,,,,,,,,,,,
2009-07-27,15841,精剛一,等價,,,,,,,,,103.40,103.40,110.60,96.20
2009-07-27,15841,精剛一,議價,,,,,,,,,,,,
2009-07-27,16093,大亞1C,等價,,,,,,,,,98.00,98.00,104.85,91.15
2009-07-27,16093,大亞1C,議價,,,,,,,,,,,,
2009-07-27,17291,必翔一,等價,124.20,+8.10,119.20,124.20,119.20,124,433,"53,485,650",123.52,124.20,132.85,115.55
2009-07-27,17291,必翔一,議價,119.20,+3.10,,119.20,119.20,1,11,"1,311,200",,,,
2009-07-27,17341,杏輝一,等價,,,,,,,,,126.50,126.50,135.35,117.65
2009-07-27,17341,杏輝一,議價,,,,,,,,,,,,
2009-07-27,17841,訊聯一,等價,131.50,+0.45,133.00,133.00,131.00,26,47,"6,190,950",131.72,131.50,140.70,122.30
2009-07-27,17841,訊聯一,議價,,,,,,,,,,,,
2009-07-27,18061,冠軍一,等價,,,,,,,,,105.00,105.00,112.35,97.65
2009-07-27,18061,冠軍一,議價,,,,,,,,,,,,
2009-07-27,18151,富喬一,等價,,,,,,,,,103.20,103.50,110.70,96.30
2009-07-27,18151,富喬一,議價,,,,,,,,,,,,
2009-07-27,19023,台紙三,等價,113.50,-0.95,113.00,113.50,113.00,6,18,"2,036,500",113.13,113.50,121.40,105.60
2009-07-27,19023,台紙三,議價,,,,,,,,,,,,
2009-07-27,20064,東鋼四,等價,98.30,+0.05,98.30,98.40,98.25,26,192,"18,875,200",98.30,98.30,105.15,91.45
2009-07-27,20064,東鋼四,議價,,,,,,,,,,,,
2009-07-27,20065,東鋼五,等價,106.20,-0.60,107.00,107.10,106.00,147,"1,452","154,724,300",106.55,106.20,113.60,98.80
2009-07-27,20065,東鋼五,議價,,,,,,,,,,,,
2009-07-27,20202,美亞二,等價,,,,,,,,,97.78,98.70,105.60,91.80
2009-07-27,20202,美亞二,議價,,,,,,,,,,,,
2009-07-27,20203,美亞三,等價,,,,,,,,,101.53,101.50,108.60,94.40
2009-07-27,20203,美亞三,議價,,,,,,,,,,,,
2009-07-27,20271,成鋼一,等價,100.70,+0.15,100.70,100.70,100.70,1,5,"503,500",100.70,100.70,107.70,93.70
2009-07-27,20271,成鋼一,議價,,,,,,,,,,,,
2009-07-27,20313,新光三,等價,,,,,,,,,191.00,144.15,154.00,134.10
2009-07-27,20313,新光三,議價,,,,,,,,,,,,
2009-07-27,20321,新鋼一,等價,,,,,,,,,100.00,100.00,107.00,93.00
2009-07-27,20321,新鋼一,議價,,,,,,,,,,,,
2009-07-27,20342,允強二,等價,,,,,,,,,110.80,110.80,118.55,103.05
2009-07-27,20342,允強二,議價,,,,,,,,,,,,
2009-07-27,20591,川湖一,等價,103.00,+0.20,102.80,103.00,102.80,4,18,"1,851,400",102.85,103.00,110.20,95.80
2009-07-27,20591,川湖一,議價,,,,,,,,,,,,
2009-07-27,21141,鑫永一,等價,,,,,,,,,102.00,102.00,109.10,94.90
2009-07-27,21141,鑫永一,議價,,,,,,,,,,,,
2009-07-27,22012,裕隆二,等價,,,,,,,,,118.00,118.00,126.25,109.75
2009-07-27,22012,裕隆二,議價,,,,,,,,,,,,
2009-07-27,23133,華通三,等價,,,,,,,,,99.75,99.75,106.70,92.80
2009-07-27,23133,華通三,議價,,,,,,,,,,,,
2009-07-27,23153,神達三,等價,,,,,,,,,99.30,99.30,106.25,92.35
2009-07-27,23153,神達三,議價,,,,,,,,,,,,
2009-07-27,23171,鴻海一,等價,99.70,,99.70,99.70,99.60,5,55,"5,482,500",99.68,99.70,106.65,92.75
2009-07-27,23171,鴻海一,議價,,,,,,,,,,,,
2009-07-27,23471,聯強一,等價,104.00,+0.80,103.00,104.00,102.90,60,473,"49,014,750",103.62,104.00,111.25,96.75
2009-07-27,23471,聯強一,議價,,,,,,,,,,,,
2009-07-27,235201,達科E1,等價,,,,,,,,,99.75,100.00,107.00,93.00
2009-07-27,235201,達科E1,議價,,,,,,,,,,,,
2009-07-27,23541,鴻準一,等價,97.10,-0.25,97.05,97.20,97.05,17,74,"7,189,200",97.15,97.10,103.85,90.35
2009-07-27,23541,鴻準一,議價,,,,,,,,,,,,
2009-07-27,23571,華碩一,等價,,,,,,,,,101.68,100.00,107.00,93.00
2009-07-27,23571,華碩一,議價,,,,,,,,,,,,
2009-07-27,23692,菱生二,等價,,,,,,,,,102.32,103.00,110.20,95.80
2009-07-27,23692,菱生二,議價,,,,,,,,,,,,
2009-07-27,23712,大同二,等價,97.95,+0.05,98.10,98.10,97.95,10,117,"11,462,800",97.97,97.95,104.80,91.10
2009-07-27,23712,大同二,議價,,,,,,,,,,,,
2009-07-27,23772,微星二,等價,104.50,,104.40,104.50,104.40,13,97,"10,135,600",104.49,104.50,111.80,97.20
2009-07-27,23772,微星二,議價,,,,,,,,,,,,
2009-07-27,23831,台光一,等價,,,,,,,,,184.00,196.00,209.00,183.00
2009-07-27,23831,台光一,議價,,,,,,,,,,,,
2009-07-27,23832,台光二,等價,141.00,+6.00,141.00,141.00,141.00,1,1,"141,000",141.00,141.00,150.00,131.15
2009-07-27,23832,台光二,議價,,,,,,,,,,,,
2009-07-27,23851,群光一,等價,144.70,+2.20,144.00,144.90,142.00,87,242,"34,760,350",143.63,144.70,154.00,134.60
2009-07-27,23851,群光一,議價,,,,,,,,,,,,
2009-07-27,23921,正崴一,等價,99.85,,99.85,99.85,99.85,2,35,"3,494,750",99.85,99.85,106.80,92.90
2009-07-27,23921,正崴一,議價,,,,,,,,,,,,
2009-07-27,23932,億光二,等價,122.05,+1.00,122.05,122.05,122.05,1,2,"244,100",122.05,122.05,130.55,113.55
2009-07-27,23932,億光二,議價,,,,,,,,,,,,
2009-07-27,23933,億光三,等價,108.20,+0.30,108.20,108.20,107.60,8,41,"4,429,700",108.04,108.20,115.75,100.65
2009-07-27,23933,億光三,議價,,,,,,,,,,,,
2009-07-27,24081,南科一,等價,,,,,,,,,97.05,97.05,103.80,90.30
2009-07-27,24081,南科一,議價,,,,,,,,,,,,
2009-07-27,24093,友達三,等價,107.05,-0.35,107.20,107.60,107.05,14,58,"6,224,050",107.31,107.05,114.50,99.60
2009-07-27,24093,友達三,議價,,,,,,,,,,,,
2009-07-27,24212,建準二,等價,,,,,,,,,128.00,117.00,125.15,108.85
2009-07-27,24212,建準二,議價,,,,,,,,,,,,
2009-07-27,24265,鼎元五,等價,,,,,,,,,106.00,106.00,113.40,98.60
2009-07-27,24265,鼎元五,議價,,,,,,,,,,,,
2009-07-27,24282,興勤二,等價,115.50,+7.50,109.00,115.50,109.00,10,57,"6,417,550",112.58,115.50,123.55,107.45
2009-07-27,24282,興勤二,議價,,,,,,,,,,,,
2009-07-27,24342,統懋二,等價,102.00,,102.00,102.00,102.00,3,11,"1,122,000",102.00,102.00,109.10,94.90
2009-07-27,24342,統懋二,議價,,,,,,,,,,,,
2009-07-27,24483,晶電三,等價,,,,,,,,,104.13,104.50,111.80,97.20
2009-07-27,24483,晶電三,議價,,,,,,,,,,,,
2009-07-27,24511,創見一,等價,129.00,-1.00,130.00,130.00,129.00,14,96,"12,467,800",129.87,129.00,138.00,120.00
2009-07-27,24511,創見一,議價,,,,,,,,,,,,
2009-07-27,24563,奇力三,等價,,,,,,,,,92.51,92.25,98.70,85.80
2009-07-27,24563,奇力三,議價,,,,,,,,,,,,
2009-07-27,24611,光群一,等價,,,,,,,,,102.00,102.00,109.10,94.90
