資料日期,代號,名稱,交易,收市,漲跌,開市,最高,最低,筆數,單位,金額,均價,明日參價,明日漲停,明日跌停
2017-04-26,12581,其祥一KY,等價,104.70,+0.20,104.90,104.90,104.70,2,8,"839,000",104.87,104.70,115.15,94.25
2017-04-26,12581,其祥一KY,議價,,,,,,,,,,,,
2017-04-26,13162,上曜二,等價,,,,,,,,,153.00,153.00,168.00,137.70
2017-04-26,13162,上曜二,議價,,,,,,,,,,,,
2017-04-26,13361,台翰一,等價,,,,,,,,,103.49,103.45,113.75,93.15
2017-04-26,13361,台翰一,議價,,,,,,,,,,,,
2017-04-26,14321,大魯閣一,等價,,,,,,,,,105.00,105.00,115.50,94.50
2017-04-26,14321,大魯閣一,議價,,,,,,,,,,,,
2017-04-26,14322,大魯閣二,等價,101.65,-0.05,101.65,101.65,101.65,2,19,"1,931,350",101.65,101.65,111.80,91.50
2017-04-26,14322,大魯閣二,議價,,,,,,,,,,,,
2017-04-26,14423,名軒三,等價,,,,,,,,,126.00,126.00,138.60,113.40
2017-04-26,14423,名軒三,議價,,,,,,,,,,,,
2017-04-26,14662,聚隆二,等價,,,,,,,,,104.00,104.00,114.40,93.60
2017-04-26,14662,聚隆二,議價,,,,,,,,,,,,
2017-04-26,14663,聚隆三,等價,,,,,,,,,101.40,101.70,111.85,91.55
2017-04-26,14663,聚隆三,議價,,,,,,,,,,,,
2017-04-26,14774,聚陽四,等價,,,,,,,,,187.00,196.00,215.00,177.00
2017-04-26,14774,聚陽四,議價,,,,,,,,,,,,
2017-04-26,15061,正道一,等價,110.00,-2.00,110.00,110.00,110.00,1,4,"440,000",110.00,110.00,121.00,99.00
2017-04-26,15061,正道一,議價,,,,,,,,,,,,
2017-04-26,15302,亞崴二,等價,,,,,,,,,101.20,101.45,111.55,91.35
2017-04-26,15302,亞崴二,議價,,,,,,,,,,,,
2017-04-26,15661,捷邦一,等價,,,,,,,,,104.95,102.00,112.20,91.80
2017-04-26,15661,捷邦一,議價,,,,,,,,,,,,
2017-04-26,15695,濱川五,等價,166.00,+12.00,166.00,166.00,164.00,3,14,"2,304,000",164.57,166.00,182.00,149.40
2017-04-26,15695,濱川五,議價,,,,,,,,,,,,
2017-04-26,15822,信錦二,等價,,,,,,,,,123.29,123.30,135.60,111.00
2017-04-26,15822,信錦二,議價,,,,,,,,,,,,
2017-04-26,15831,程泰一,等價,102.00,+0.20,102.00,102.00,102.00,1,1,"102,000",102.00,102.00,112.20,91.80
2017-04-26,15831,程泰一,議價,,,,,,,,,,,,
2017-04-26,15861,和勤一,等價,,,,,,,,,115.00,115.00,126.50,103.50
2017-04-26,15861,和勤一,議價,,,,,,,,,,,,
2017-04-26,15891,永冠一KY,等價,,,,,,,,,102.05,102.55,112.80,92.30
2017-04-26,15891,永冠一KY,議價,,,,,,,,,,,,
2017-04-26,15892,永冠二KY,等價,99.00,,99.00,99.00,99.00,1,5,"495,000",99.00,99.00,108.90,89.10
2017-04-26,15892,永冠二KY,議價,,,,,,,,,,,,
2017-04-26,15931,祺驊一,等價,111.45,+4.50,107.95,111.45,107.95,17,92,"10,061,700",109.36,111.45,122.55,100.35
2017-04-26,15931,祺驊一,議價,,,,,,,,,,,,
2017-04-26,15951,川寶一,等價,,,,,,,,,99.76,99.90,109.85,89.95
2017-04-26,15951,川寶一,議價,,,,,,,,,,,,
2017-04-26,17071,葡萄王一,等價,,,,,,,,,120.46,122.00,134.20,109.80
2017-04-26,17071,葡萄王一,議價,,,,,,,,,,,,
2017-04-26,17091,和益一,等價,152.00,,152.00,152.00,152.00,4,18,"2,736,000",152.00,152.00,167.00,136.80
2017-04-26,17091,和益一,議價,,,,,,,,,,,,
2017-04-26,17121,興農一,等價,,,,,,,,,112.14,112.50,123.75,101.25
2017-04-26,17121,興農一,議價,,,,,,,,,,,,
2017-04-26,171501,萬洲E1,等價,,,,,,,,,106.04,106.85,117.50,96.20
2017-04-26,171501,萬洲E1,議價,,,,,,,,,,,,
2017-04-26,17152,萬洲二,等價,,,,,,,,,99.60,99.60,109.55,89.65
2017-04-26,17152,萬洲二,議價,,,,,,,,,,,,
2017-04-26,17153,萬洲三,等價,,,,,,,,,101.00,101.00,111.10,90.90
2017-04-26,17153,萬洲三,議價,,,,,,,,,,,,
2017-04-26,17301,花仙子一,等價,,,,,,,,,115.22,117.00,128.70,105.30
2017-04-26,17301,花仙子一,議價,,,,,,,,,,,,
2017-04-26,17332,五鼎二,等價,103.45,+0.60,103.45,103.45,103.45,1,3,"310,350",103.45,103.45,113.75,93.15
2017-04-26,17332,五鼎二,議價,,,,,,,,,,,,
2017-04-26,17991,易威一,等價,,,,,,,,,115.00,115.00,126.50,103.50
2017-04-26,17991,易威一,議價,,,,,,,,,,,,
2017-04-26,18083,潤隆三,等價,,,,,,,,,205.00,207.00,227.00,187.00
2017-04-26,18083,潤隆三,議價,,,,,,,,,,,,
2017-04-26,18154,富喬四,等價,,,,,,,,,131.00,130.00,143.00,117.00
2017-04-26,18154,富喬四,議價,,,,,,,,,,,,
2017-04-26,19093,榮成三,等價,,,,,,,,,182.31,182.00,200.00,164.00
2017-04-26,19093,榮成三,議價,,,,,,,,,,,,
2017-04-26,20066,東和鋼鐵六,等價,106.50,+0.50,106.00,106.50,106.00,5,31,"3,286,500",106.01,106.50,117.15,95.85
2017-04-26,20066,東和鋼鐵六,議價,,,,,,,,,,,,
2017-04-26,20691,運錩一,等價,,,,,,,,,151.00,151.00,166.00,135.90
2017-04-26,20691,運錩一,議價,,,,,,,,,,,,
2017-04-26,20692,運錩二,等價,,,,,,,,,177.00,177.00,194.00,160.00
2017-04-26,20692,運錩二,議價,,,,,,,,,,,,
