資料日期,代號,名稱,交易,收市,漲跌,開市,最高,最低,筆數,單位,金額,均價,明日參價,明日漲停,明日跌停
2022-01-21,13164,上曜四,等價,161.00,-16.00,164.00,166.00,161.00,21,60,"9,789,000",163.15,161.00,177.00,144.90
2022-01-21,13164,上曜四,議價,,,,,,,,,,,,
2022-01-21,13165,上曜五,等價,208.00,-23.00,211.00,211.00,208.00,2,2,"419,000",209.50,208.00,228.00,188.00
2022-01-21,13165,上曜五,議價,,,,,,,,,,,,
2022-01-21,13381,廣華一KY,等價,,,,,,,,,105.10,105.10,115.60,94.60
2022-01-21,13381,廣華一KY,議價,,,,,,,,,,,,
2022-01-21,13411,富林一KY,等價,103.00,,103.00,103.00,103.00,2,3,"309,000",103.00,103.00,113.30,92.70
2022-01-21,13411,富林一KY,議價,,,,,,,,,,,,
2022-01-21,14361,華友聯一,等價,162.00,+4.00,162.00,162.00,162.00,1,2,"324,000",162.00,162.00,178.00,145.80
2022-01-21,14361,華友聯一,議價,,,,,,,,,,,,
2022-01-21,14362,華友聯二,等價,,,,,,,,,144.50,144.50,158.00,130.05
2022-01-21,14362,華友聯二,議價,,,,,,,,,,,,
2022-01-21,14721,三洋實業一,等價,,,,,,,,,99.95,99.95,109.90,90.00
2022-01-21,14721,三洋實業一,議價,,,,,,,,,,,,
2022-01-21,15132,中興電二,等價,111.00,-0.75,111.45,111.45,111.00,4,6,"666,450",111.07,111.00,122.10,99.90
2022-01-21,15132,中興電二,議價,,,,,,,,,,,,
2022-01-21,15696,濱川六,等價,,,,,,,,,110.00,110.00,121.00,99.00
2022-01-21,15696,濱川六,議價,,,,,,,,,,,,
2022-01-21,15823,信錦三,等價,117.00,,116.20,117.50,116.20,13,47,"5,500,450",117.03,117.00,128.70,105.30
2022-01-21,15823,信錦三,議價,,,,,,,,,,,,
2022-01-21,15862,和勤二,等價,,,,,,,,,120.90,120.90,132.95,108.85
2022-01-21,15862,和勤二,議價,,,,,,,,,,,,
2022-01-21,15863,和勤三,等價,,,,,,,,,108.00,107.50,118.25,96.75
2022-01-21,15863,和勤三,議價,,,,,,,,,,,,
2022-01-21,15893,永冠三KY,等價,99.00,+1.00,99.00,99.00,98.00,18,62,"6,100,550",98.39,99.00,108.90,89.10
2022-01-21,15893,永冠三KY,議價,,,,,,,,,,,,
