資料日期,代號,名稱,交易,收市,漲跌,開市,最高,最低,筆數,單位,金額,均價,明日參價,明日漲停,明日跌停
2023-11-13,13164,上曜四,等價,107.20,-1.60,108.80,108.80,107.20,2,5,"542,400",108.48,107.20,117.90,96.50
2023-11-13,13164,上曜四,議價,,,,,,,,,,,,
2023-11-13,13165,上曜五,等價,100.95,,100.95,100.95,100.95,1,5,"504,750",100.95,100.95,111.00,90.90
2023-11-13,13165,上曜五,議價,,,,,,,,,,,,
2023-11-13,13381,廣華一KY,等價,,,,,,,,,100.52,100.55,110.60,90.50
2023-11-13,13381,廣華一KY,議價,,,,,,,,,,,,
2023-11-13,13411,富林一KY,等價,,,,,,,,,114.00,113.00,124.30,101.70
2023-11-13,13411,富林一KY,議價,,,,,,,,,,,,
2023-11-13,13421,八貫一,等價,,,,,,,,,165.00,169.00,185.00,153.00
2023-11-13,13421,八貫一,議價,,,,,,,,,,,,
2023-11-13,14361,華友聯一,等價,247.00,-4.00,247.00,247.00,247.00,1,1,"247,000",247.00,247.00,271.00,223.00
2023-11-13,14361,華友聯一,議價,,,,,,,,,,,,
2023-11-13,14362,華友聯二,等價,,,,,,,,,205.86,225.00,247.00,203.00
2023-11-13,14362,華友聯二,議價,225.00,,,225.00,203.00,2,345,"71,025,000",,,,
2023-11-13,14742,弘裕二,等價,,,,,,,,,100.50,100.50,110.55,90.45
2023-11-13,14742,弘裕二,議價,,,,,,,,,,,,
2023-11-13,15141,亞力一,等價,110.00,,110.00,110.00,110.00,7,22,"2,420,000",110.00,110.00,121.00,99.00
2023-11-13,15141,亞力一,議價,,,,,,,,,,,,
2023-11-13,15261,日馳一,等價,97.50,-0.50,97.15,97.50,97.15,2,2,"194,650",97.32,97.50,107.25,87.75
2023-11-13,15261,日馳一,議價,,,,,,,,,,,,
2023-11-13,15324,勤美四,等價,,,,,,,,,118.18,118.80,130.65,106.95
2023-11-13,15324,勤美四,議價,,,,,,,,,,,,
2023-11-13,15332,車王電二,等價,97.30,+0.05,97.30,97.30,97.30,10,10,"973,000",97.30,97.30,107.00,87.60
2023-11-13,15332,車王電二,議價,,,,,,,,,,,,
2023-11-13,15823,信錦三,等價,124.65,+0.10,124.65,125.25,124.00,139,315,"39,305,750",124.78,124.65,137.10,112.20
2023-11-13,15823,信錦三,議價,,,,,,,,,,,,
2023-11-13,15864,和勤四,等價,109.50,-0.25,109.50,109.50,109.50,1,5,"547,500",109.50,109.50,120.45,98.55
2023-11-13,15864,和勤四,議價,,,,,,,,,,,,
2023-11-13,15865,和勤五,等價,101.10,-0.25,101.50,101.50,101.10,13,16,"1,621,300",101.33,101.10,111.20,91.00
2023-11-13,15865,和勤五,議價,,,,,,,,,,,,
2023-11-13,15893,永冠三KY,等價,,,,,,,,,101.26,99.00,108.90,89.10
2023-11-13,15893,永冠三KY,議價,,,,,,,,,,,,
2023-11-13,15894,永冠四KY,等價,,,,,,,,,98.50,98.50,108.35,88.65
2023-11-13,15894,永冠四KY,議價,,,,,,,,,,,,
2023-11-13,15983,岱宇三,等價,,,,,,,,,98.00,98.30,108.10,88.50
2023-11-13,15983,岱宇三,議價,,,,,,,,,,,,
2023-11-13,15991,宏佳騰一,等價,103.50,-1.95,105.15,105.15,103.50,67,207,"21,548,000",104.09,103.50,113.85,93.15
2023-11-13,15991,宏佳騰一,議價,,,,,,,,,,,,
2023-11-13,16173,榮星三,等價,,,,,,,,,105.00,105.00,115.50,94.50
2023-11-13,16173,榮星三,議價,,,,,,,,,,,,
2023-11-13,16264,艾美特四KY,等價,,,,,,,,,100.35,100.35,110.35,90.35
2023-11-13,16264,艾美特四KY,議價,,,,,,,,,,,,
2023-11-13,17271,中華化一,等價,,,,,,,,,112.05,117.00,128.70,105.30
2023-11-13,17271,中華化一,議價,,,,,,,,,,,,
2023-11-13,17862,科妍二,等價,,,,,,,,,200.00,192.00,211.00,173.00
2023-11-13,17862,科妍二,議價,,,,,,,,,,,,
2023-11-13,18051,寶徠一,等價,,,,,,,,,103.45,103.45,113.75,93.15
2023-11-13,18051,寶徠一,議價,,,,,,,,,,,,
2023-11-13,18156,富喬六,等價,,,,,,,,,129.60,127.50,140.25,114.75
2023-11-13,18156,富喬六,議價,,,,,,,,,,,,
2023-11-13,19094,榮成四,等價,96.55,+0.05,96.55,96.55,96.55,5,10,"965,500",96.55,96.55,106.20,86.90
2023-11-13,19094,榮成四,議價,,,,,,,,,,,,
2023-11-13,20121,春雨一,等價,,,,,,,,,101.00,101.00,111.10,90.90
2023-11-13,20121,春雨一,議價,,,,,,,,,,,,
2023-11-13,20122,春雨二,等價,100.90,-0.40,100.90,100.90,100.90,1,20,"2,018,000",100.90,100.90,110.95,90.85
2023-11-13,20122,春雨二,議價,,,,,,,,,,,,
2023-11-13,20123,春雨三,等價,102.00,-0.15,102.00,102.00,102.00,1,1,"102,000",102.00,102.00,112.20,91.80
2023-11-13,20123,春雨三,議價,,,,,,,,,,,,
2023-11-13,20343,允強三,等價,,,,,,,,,117.20,119.80,131.75,107.85
2023-11-13,20343,允強三,議價,,,,,,,,,,,,
2023-11-13,20612,風青二,等價,103.00,+0.30,103.00,103.00,103.00,2,4,"412,000",103.00,103.00,113.30,92.70
2023-11-13,20612,風青二,議價,,,,,,,,,,,,
2023-11-13,20632,世鎧二,等價,106.00,-0.50,107.00,107.00,106.00,20,106,"11,268,550",106.30,106.00,116.60,95.40
2023-11-13,20632,世鎧二,議價,,,,,,,,,,,,
2023-11-13,20652,世豐二,等價,116.70,-0.15,116.35,116.75,116.35,5,8,"932,950",116.61,116.70,128.35,105.05
2023-11-13,20652,世豐二,議價,,,,,,,,,,,,
2023-11-13,20661,世德一,等價,,,,,,,,,141.50,141.50,155.00,127.35
2023-11-13,20661,世德一,議價,,,,,,,,,,,,
2023-11-13,20662,世德二,等價,,,,,,,,,104.62,105.15,115.65,94.65
2023-11-13,20662,世德二,議價,,,,,,,,,,,,
2023-11-13,20694,運錩四,等價,100.70,-0.05,100.70,100.70,100.70,1,1,"100,700",100.70,100.70,110.75,90.65
2023-11-13,20694,運錩四,議價,,,,,,,,,,,,
2023-11-13,21043,國際中橡三,等價,105.10,+0.10,105.05,105.30,105.00,23,136,"14,292,850",105.09,105.10,115.60,94.60
2023-11-13,21043,國際中橡三,議價,,,,,,,,,,,,
2023-11-13,22013,裕隆三,等價,109.30,-0.05,109.50,109.65,108.70,15,73,"7,987,300",109.41,109.30,120.20,98.40
2023-11-13,22013,裕隆三,議價,,,,,,,,,,,,
2023-11-13,22081,台船一,等價,108.60,-0.20,109.00,109.00,107.50,5,13,"1,414,900",108.83,108.60,119.45,97.75
2023-11-13,22081,台船一,議價,,,,,,,,,,,,
2023-11-13,22304,泰茂四,等價,,,,,,,,,466.44,518.00,569.00,467.00
2023-11-13,22304,泰茂四,議價,,,,,,,,,,,,
2023-11-13,22313,為升三,等價,113.95,-0.05,113.50,113.95,113.50,7,66,"7,491,450",113.50,113.95,125.30,102.60
2023-11-13,22313,為升三,議價,,,,,,,,,,,,
2023-11-13,22362,百達二KY,等價,109.00,-1.10,109.00,109.00,109.00,1,2,"218,000",109.00,109.00,119.90,98.10
2023-11-13,22362,百達二KY,議價,,,,,,,,,,,,
2023-11-13,22393,英利三KY,等價,,,,,,,,,109.00,107.00,117.70,96.30
2023-11-13,22393,英利三KY,議價,,,,,,,,,,,,
2023-11-13,22431,宏旭一KY,等價,,,,,,,,,116.00,105.50,116.05,94.95
2023-11-13,22431,宏旭一KY,議價,,,,,,,,,,,,
2023-11-13,23383,光罩三,等價,100.65,+0.10,100.55,100.65,100.55,2,4,"402,400",100.60,100.65,110.70,90.60
2023-11-13,23383,光罩三,議價,,,,,,,,,,,,
