資料日期,代號,名稱,交易,收市,漲跌,開市,最高,最低,筆數,單位,金額,均價,明日參價,明日漲停,明日跌停
2025-12-26,11011,台泥一永,等價,,,,,,,,,96.95,96.95,106.60,87.30
2025-12-26,11011,台泥一永,議價,,,,,,,,,,,,
2025-12-26,12561,鮮活果汁一KY,等價,95.05,+0.05,95.05,95.05,95.05,1,10,"950,500",95.05,95.05,104.55,85.55
2025-12-26,12561,鮮活果汁一KY,議價,,,,,,,,,,,,
2025-12-26,13164,上曜四,等價,108.80,-1.20,109.10,109.10,107.80,12,30,"3,250,000",108.33,108.80,119.65,97.95
2025-12-26,13164,上曜四,議價,,,,,,,,,,,,
2025-12-26,13166,上曜六,等價,117.00,,117.50,117.50,117.00,3,4,"469,000",117.25,117.00,128.70,105.30
2025-12-26,13166,上曜六,議價,,,,,,,,,,,,
2025-12-26,13382,廣華二KY,等價,100.40,+0.05,100.65,100.65,100.40,3,3,"301,450",100.48,100.40,110.40,90.40
2025-12-26,13382,廣華二KY,議價,,,,,,,,,,,,
2025-12-26,140201,遠東新E1永,等價,,,,,,,,,102.55,104.00,114.40,93.60
2025-12-26,140201,遠東新E1永,議價,,,,,,,,,,,,
2025-12-26,140202,遠東新E2永,等價,,,,,,,,,98.00,98.00,107.80,88.20
2025-12-26,140202,遠東新E2永,議價,,,,,,,,,,,,
2025-12-26,14363,華友聯三,等價,99.50,,99.50,99.50,99.50,1,1,"99,500",99.50,99.50,109.45,89.55
2025-12-26,14363,華友聯三,議價,,,,,,,,,,,,
2025-12-26,14364,華友聯四,等價,96.20,+0.30,96.20,96.20,96.20,1,1,"96,200",96.20,96.20,105.80,86.60
2025-12-26,14364,華友聯四,議價,,,,,,,,,,,,
2025-12-26,14381,三地開發一,等價,,,,,,,,,119.70,119.70,131.65,107.75
2025-12-26,14381,三地開發一,議價,,,,,,,,,,,,
2025-12-26,14664,聚隆四,等價,105.05,,105.05,105.05,105.05,2,11,"1,155,550",105.05,105.05,115.55,94.55
2025-12-26,14664,聚隆四,議價,,,,,,,,,,,,
2025-12-26,14722,三洋實業二,等價,105.50,+0.45,105.50,105.50,105.50,3,10,"1,055,000",105.50,105.50,116.05,94.95
2025-12-26,14722,三洋實業二,議價,,,,,,,,,,,,
2025-12-26,14723,三洋實業三,等價,95.90,,95.90,95.90,95.90,6,6,"575,400",95.90,95.90,105.45,86.35
2025-12-26,14723,三洋實業三,議價,,,,,,,,,,,,
2025-12-26,14743,弘裕三,等價,94.00,,94.00,94.00,94.00,1,1,"94,000",94.00,94.00,103.40,84.60
2025-12-26,14743,弘裕三,議價,,,,,,,,,,,,
2025-12-26,15142,亞力二,等價,117.50,+0.95,117.00,117.50,116.30,6,10,"1,173,000",117.30,117.50,129.25,105.75
2025-12-26,15142,亞力二,議價,,,,,,,,,,,,
2025-12-26,15261,日馳一,等價,96.55,-0.45,96.65,96.65,96.55,4,15,"1,448,400",96.56,96.55,106.20,86.90
2025-12-26,15261,日馳一,議價,,,,,,,,,,,,
2025-12-26,15364,和大四,等價,97.55,-0.25,97.75,97.75,97.55,7,7,"683,300",97.61,97.55,107.30,87.80
2025-12-26,15364,和大四,議價,,,,,,,,,,,,
