資料日期,代號,名稱,交易,收市,漲跌,開市,最高,最低,筆數,單位,金額,均價,明日參價,明日漲停,明日跌停
2010-08-25,12101,大成一,等價,,,,,,,,,112.00,112.00,119.80,104.20
2010-08-25,12101,大成一,議價,,,,,,,,,,,,
2010-08-25,12161,統一一,等價,100.15,-0.35,100.30,100.30,100.10,34,522,"52,273,800",100.14,100.15,107.15,93.15
2010-08-25,12161,統一一,議價,,,,,,,,,,,,
2010-08-25,12251,福脂一,等價,114.50,-4.50,118.00,118.00,114.50,5,52,"5,967,700",114.76,114.50,122.50,106.50
2010-08-25,12251,福脂一,議價,,,,,,,,,,,,
2010-08-25,140201,遠新E1,等價,,,,,,,,,99.80,99.80,106.75,92.85
2010-08-25,140201,遠新E1,議價,,,,,,,,,,,,
2010-08-25,14093,新纖三,等價,133.30,-0.55,132.00,133.30,129.00,10,43,"5,661,900",131.67,133.30,142.60,124.00
2010-08-25,14093,新纖三,議價,,,,,,,,,,,,
2010-08-25,14773,聚陽三,等價,180.00,-4.00,182.00,182.00,180.00,5,11,"1,990,000",180.90,180.00,192.00,168.00
2010-08-25,14773,聚陽三,議價,,,,,,,,,,,,
2010-08-25,15282,恩德二,等價,113.00,-4.00,117.00,117.00,112.00,17,29,"3,280,500",113.12,113.00,120.90,105.10
2010-08-25,15282,恩德二,議價,,,,,,,,,,,,
2010-08-25,15362,和大二,等價,,,,,,,,,108.25,108.30,115.85,100.75
2010-08-25,15362,和大二,議價,,,,,,,,,,,,
2010-08-25,15371,廣隆一,等價,,,,,,,,,188.22,190.00,203.00,177.00
2010-08-25,15371,廣隆一,議價,,,,,,,,,,,,
2010-08-25,15692,濱川二,等價,,,,,,,,,168.00,168.00,179.00,157.00
2010-08-25,15692,濱川二,議價,,,,,,,,,,,,
2010-08-25,15693,濱川三,等價,,,,,,,,,145.10,145.20,155.00,135.05
2010-08-25,15693,濱川三,議價,,,,,,,,,,,,
2010-08-25,16111,中電一,等價,121.00,-5.00,122.00,122.00,119.20,25,43,"5,170,000",120.23,121.00,129.45,112.55
2010-08-25,16111,中電一,議價,,,,,,,,,,,,
2010-08-25,17203,生達三,等價,114.00,-1.00,114.00,114.05,114.00,10,84,"9,576,500",114.00,114.00,121.95,106.05
2010-08-25,17203,生達三,議價,,,,,,,,,,,,
2010-08-25,17292,必翔二,等價,89.95,-0.05,90.00,90.00,89.70,23,139,"12,493,300",89.87,89.95,96.20,83.70
2010-08-25,17292,必翔二,議價,,,,,,,,,,,,
2010-08-25,17341,杏輝一,等價,,,,,,,,,171.00,172.00,184.00,160.00
2010-08-25,17341,杏輝一,議價,,,,,,,,,,,,
2010-08-25,17811,合世一,等價,235.00,+13.00,222.00,235.00,222.00,4,8,"1,830,000",228.75,235.00,251.00,219.00
2010-08-25,17811,合世一,議價,,,,,,,,,,,,
2010-08-25,17841,訊聯一,等價,,,,,,,,,110.00,110.00,117.70,102.30
2010-08-25,17841,訊聯一,議價,,,,,,,,,,,,
2010-08-25,17872,福盈二,等價,155.00,+3.00,154.00,155.00,154.00,5,7,"1,082,000",154.57,155.00,165.00,144.15
2010-08-25,17872,福盈二,議價,,,,,,,,,,,,
2010-08-25,17951,美時一,等價,122.45,+8.00,122.45,122.45,122.45,7,27,"3,306,150",122.45,122.45,131.00,113.90
2010-08-25,17951,美時一,議價,,,,,,,,,,,,
2010-08-25,17952,美時二,等價,116.50,+2.05,118.00,118.00,115.00,52,208,"24,150,400",116.10,116.50,124.65,108.35
2010-08-25,17952,美時二,議價,,,,,,,,,,,,
