資料日期,代號,名稱,交易,收市,漲跌,開市,最高,最低,筆數,單位,金額,均價,明日參價,明日漲停,明日跌停
2015-03-31,12172,愛之二,等價,,,,,,,,,102.00,109.10,116.70,101.50
2015-03-31,12172,愛之二,議價,,,,,,,,,,,,
2015-03-31,12173,愛之三,等價,,,,,,,,,102.50,102.50,109.65,95.35
2015-03-31,12173,愛之三,議價,,,,,,,,,,,,
2015-03-31,12181,泰山一,等價,,,,,,,,,102.90,102.85,110.00,95.70
2015-03-31,12181,泰山一,議價,,,,,,,,,,,,
2015-03-31,13162,上曜二,等價,,,,,,,,,119.00,120.00,128.40,111.60
2015-03-31,13162,上曜二,議價,,,,,,,,,,,,
2015-03-31,13191,東陽一,等價,102.00,+0.50,102.00,102.00,102.00,1,1,"102,000",102.00,102.00,109.10,94.90
2015-03-31,13191,東陽一,議價,,,,,,,,,,,,
2015-03-31,13361,台翰一,等價,107.00,-1.00,107.00,107.00,107.00,1,10,"1,070,000",107.00,107.00,114.45,99.55
2015-03-31,13361,台翰一,議價,,,,,,,,,,,,
2015-03-31,13371,再生一,等價,102.80,+0.20,102.70,102.80,102.70,2,2,"205,500",102.75,102.80,109.95,95.65
2015-03-31,13371,再生一,議價,,,,,,,,,,,,
2015-03-31,14321,大魯一,等價,,,,,,,,,107.00,107.00,114.45,99.55
2015-03-31,14321,大魯一,議價,,,,,,,,,,,,
2015-03-31,14322,大魯二,等價,99.15,+0.05,98.80,99.20,98.80,13,33,"3,270,250",99.09,99.15,106.05,92.25
2015-03-31,14322,大魯二,議價,,,,,,,,,,,,
2015-03-31,14422,名軒二,等價,120.70,+5.70,120.70,120.70,120.70,1,1,"120,700",120.70,120.70,129.10,112.30
2015-03-31,14422,名軒二,議價,,,,,,,,,,,,
2015-03-31,14662,聚隆二,等價,,,,,,,,,115.00,115.00,123.05,106.95
2015-03-31,14662,聚隆二,議價,,,,,,,,,,,,
2015-03-31,14663,聚隆三,等價,104.85,,104.85,104.85,104.85,1,10,"1,048,500",104.85,104.85,112.15,97.55
2015-03-31,14663,聚隆三,議價,,,,,,,,,,,,
2015-03-31,14774,聚陽四,等價,291.00,-1.00,297.00,297.00,291.00,2,3,"885,000",295.00,291.00,311.00,271.00
2015-03-31,14774,聚陽四,議價,,,,,,,,,,,,
2015-03-31,15061,正道一,等價,,,,,,,,,118.25,118.00,126.25,109.75
2015-03-31,15061,正道一,議價,,,,,,,,,,,,
2015-03-31,15661,捷邦一,等價,106.00,+0.20,105.80,106.00,105.10,7,28,"2,959,300",105.68,106.00,113.40,98.60
2015-03-31,15661,捷邦一,議價,,,,,,,,,,,,
2015-03-31,15694,濱川四,等價,,,,,,,,,103.00,102.80,109.95,95.65
2015-03-31,15694,濱川四,議價,,,,,,,,,,,,
2015-03-31,15695,濱川五,等價,,,,,,,,,111.30,111.30,119.05,103.55
2015-03-31,15695,濱川五,議價,,,,,,,,,,,,
2015-03-31,15822,信錦二,等價,113.50,+0.50,113.00,113.85,111.10,25,151,"17,080,650",113.11,113.50,121.40,105.60
2015-03-31,15822,信錦二,議價,,,,,,,,,,,,
2015-03-31,15831,程泰一,等價,100.60,+0.10,100.50,100.60,100.50,5,21,"2,111,000",100.52,100.60,107.60,93.60
2015-03-31,15831,程泰一,議價,,,,,,,,,,,,
2015-03-31,15842,精剛二,等價,,,,,,,,,100.00,100.00,107.00,93.00
2015-03-31,15842,精剛二,議價,,,,,,,,,,,,
2015-03-31,15861,和勤一,等價,,,,,,,,,112.00,112.00,119.80,104.20
2015-03-31,15861,和勤一,議價,,,,,,,,,,,,
2015-03-31,15891,永冠一,等價,120.90,+7.10,115.00,121.50,115.00,180,840,"100,205,200",119.29,120.90,129.35,112.45
2015-03-31,15891,永冠一,議價,,,,,,,,,,,,
2015-03-31,15931,祺驊一,等價,,,,,,,,,115.00,115.00,123.05,106.95
2015-03-31,15931,祺驊一,議價,,,,,,,,,,,,
2015-03-31,15951,川寶一,等價,110.00,-3.00,108.05,110.00,108.00,4,23,"2,486,100",108.09,110.00,117.70,102.30
2015-03-31,15951,川寶一,議價,,,,,,,,,,,,
2015-03-31,16111,中電一,等價,,,,,,,,,99.70,99.70,106.65,92.75
