資料日期,代號,名稱,交易,收市,漲跌,開市,最高,最低,筆數,單位,金額,均價,明日參價,明日漲停,明日跌停
2021-10-05,12582,其祥二KY,等價,,,,,,,,,95.20,95.20,104.70,85.70
2021-10-05,12582,其祥二KY,議價,,,,,,,,,,,,
2021-10-05,13163,上曜三,等價,103.00,-0.60,103.50,103.60,103.00,6,55,"5,680,300",103.27,103.00,113.30,92.70
2021-10-05,13163,上曜三,議價,,,,,,,,,,,,
2021-10-05,13164,上曜四,等價,117.80,+1.50,116.50,117.95,116.50,10,16,"1,878,100",117.38,117.80,129.55,106.05
2021-10-05,13164,上曜四,議價,,,,,,,,,,,,
2021-10-05,13165,上曜五,等價,123.55,+3.80,120.95,123.55,120.95,5,5,"609,950",121.99,123.55,135.90,111.20
2021-10-05,13165,上曜五,議價,,,,,,,,,,,,
2021-10-05,13381,廣華一KY,等價,100.00,+0.90,100.00,100.00,100.00,5,10,"1,000,000",100.00,100.00,110.00,90.00
2021-10-05,13381,廣華一KY,議價,,,,,,,,,,,,
2021-10-05,13411,富林一KY,等價,,,,,,,,,105.50,106.00,116.60,95.40
2021-10-05,13411,富林一KY,議價,,,,,,,,,,,,
2021-10-05,14361,華友聯一,等價,141.00,+0.60,141.00,141.00,141.00,1,1,"141,000",141.00,141.00,155.00,126.90
2021-10-05,14361,華友聯一,議價,,,,,,,,,,,,
2021-10-05,14362,華友聯二,等價,131.00,,131.00,132.00,130.00,9,71,"9,316,000",131.21,131.00,144.10,117.90
2021-10-05,14362,華友聯二,議價,,,,,,,,,,,,
2021-10-05,14721,三洋紡一,等價,101.00,,101.00,101.00,101.00,3,14,"1,414,000",101.00,101.00,111.10,90.90
2021-10-05,14721,三洋紡一,議價,,,,,,,,,,,,
2021-10-05,15132,中興電二,等價,114.00,-0.50,114.50,114.50,113.00,9,33,"3,750,600",113.65,114.00,125.40,102.60
2021-10-05,15132,中興電二,議價,,,,,,,,,,,,
2021-10-05,15696,濱川六,等價,,,,,,,,,136.00,130.00,143.00,117.00
2021-10-05,15696,濱川六,議價,,,,,,,,,,,,
2021-10-05,15823,信錦三,等價,112.40,+1.05,112.00,112.40,112.00,19,100,"11,203,200",111.99,112.40,123.60,101.20
2021-10-05,15823,信錦三,議價,111.35,,,111.35,111.35,1,5,"556,750",,,,
2021-10-05,15862,和勤二,等價,,,,,,,,,112.00,112.25,123.45,101.05
2021-10-05,15862,和勤二,議價,,,,,,,,,,,,
2021-10-05,15863,和勤三,等價,104.05,-0.45,104.00,104.05,104.00,2,6,"624,050",104.00,104.05,114.45,93.65
2021-10-05,15863,和勤三,議價,,,,,,,,,,,,
2021-10-05,15893,永冠三KY,等價,98.00,-2.10,99.00,99.00,98.00,3,100,"9,850,050",98.50,98.00,107.80,88.20
2021-10-05,15893,永冠三KY,議價,,,,,,,,,,,,
2021-10-05,15932,祺驊二,等價,,,,,,,,,170.00,168.00,184.00,152.00
2021-10-05,15932,祺驊二,議價,,,,,,,,,,,,
2021-10-05,15982,岱宇二,等價,,,,,,,,,113.00,112.00,123.20,100.80
2021-10-05,15982,岱宇二,議價,,,,,,,,,,,,
2021-10-05,15983,岱宇三,等價,,,,,,,,,105.58,105.50,116.05,94.95
2021-10-05,15983,岱宇三,議價,,,,,,,,,,,,
2021-10-05,16263,艾美特三KY,等價,103.80,-0.15,103.85,103.85,103.80,4,20,"2,076,600",103.83,103.80,114.15,93.45
2021-10-05,16263,艾美特三KY,議價,,,,,,,,,,,,
2021-10-05,16264,艾美特四KY,等價,95.20,+0.15,95.05,95.20,95.05,6,7,"665,850",95.12,95.20,104.70,85.70
2021-10-05,16264,艾美特四KY,議價,,,,,,,,,,,,
2021-10-05,17861,科妍一,等價,,,,,,,,,105.00,102.00,112.20,91.80
2021-10-05,17861,科妍一,議價,,,,,,,,,,,,
2021-10-05,17881,杏昌一,等價,,,,,,,,,150.00,150.00,165.00,135.00
2021-10-05,17881,杏昌一,議價,,,,,,,,,,,,
2021-10-05,17961,金穎生技一,等價,101.35,,101.00,101.95,101.00,35,134,"13,591,850",101.43,101.35,111.45,91.25
2021-10-05,17961,金穎生技一,議價,,,,,,,,,,,,
2021-10-05,18051,寶徠一,等價,108.30,+0.80,107.80,108.30,107.30,43,157,"16,930,550",107.83,108.30,119.10,97.50
2021-10-05,18051,寶徠一,議價,107.80,+0.30,,107.80,107.80,1,20,"2,156,000",,,,
2021-10-05,18155,富喬五,等價,103.55,+0.25,103.60,103.60,102.00,54,163,"16,723,250",102.59,103.55,113.90,93.20
2021-10-05,18155,富喬五,議價,,,,,,,,,,,,
2021-10-05,18156,富喬六,等價,106.80,+1.00,104.80,106.80,104.50,7,36,"3,789,450",105.26,106.80,117.45,96.15
2021-10-05,18156,富喬六,議價,,,,,,,,,,,,
2021-10-05,20343,允強三,等價,125.20,-9.80,132.30,132.30,125.20,2,3,"382,700",127.56,125.20,137.70,112.70
2021-10-05,20343,允強三,議價,,,,,,,,,,,,
2021-10-05,20631,世鎧一,等價,,,,,,,,,113.50,113.50,124.85,102.15
2021-10-05,20631,世鎧一,議價,,,,,,,,,,,,
