資料日期,代號,名稱,交易,收市,漲跌,開市,最高,最低,筆數,單位,金額,均價,明日參價,明日漲停,明日跌停
2024-06-25,13164,上曜四,等價,130.00,+3.00,130.00,130.00,130.00,1,5,"650,000",130.00,130.00,143.00,117.00
2024-06-25,13164,上曜四,議價,,,,,,,,,,,,
2024-06-25,13382,廣華二KY,等價,100.80,-0.05,100.80,100.80,100.80,2,3,"302,400",100.80,100.80,110.85,90.75
2024-06-25,13382,廣華二KY,議價,,,,,,,,,,,,
2024-06-25,13421,八貫一,等價,,,,,,,,,176.00,176.00,193.00,159.00
2024-06-25,13421,八貫一,議價,,,,,,,,,,,,
2024-06-25,14361,華友聯一,等價,512.00,-18.00,530.00,530.00,512.00,2,2,"1,042,000",521.00,512.00,563.00,461.00
2024-06-25,14361,華友聯一,議價,,,,,,,,,,,,
2024-06-25,14362,華友聯二,等價,480.00,+4.00,473.00,481.00,473.00,3,27,"12,954,000",479.77,480.00,528.00,432.00
2024-06-25,14362,華友聯二,議價,,,,,,,,,,,,
2024-06-25,14742,弘裕二,等價,,,,,,,,,110.13,109.00,119.90,98.10
2024-06-25,14742,弘裕二,議價,,,,,,,,,,,,
2024-06-25,15141,亞力一,等價,232.00,+18.00,225.00,232.00,225.00,5,14,"3,184,000",227.42,232.00,255.00,209.00
2024-06-25,15141,亞力一,議價,,,,,,,,,,,,
2024-06-25,15261,日馳一,等價,101.50,+0.25,101.50,101.50,101.50,2,5,"507,500",101.50,101.50,111.65,91.35
2024-06-25,15261,日馳一,議價,,,,,,,,,,,,
2024-06-25,15324,勤美四,等價,159.00,+1.00,153.00,159.00,153.00,15,44,"6,878,000",156.31,159.00,174.00,143.10
2024-06-25,15324,勤美四,議價,,,,,,,,,,,,
2024-06-25,15332,車王電二,等價,98.50,+0.45,98.15,98.50,98.10,4,6,"590,250",98.37,98.50,108.35,88.65
2024-06-25,15332,車王電二,議價,,,,,,,,,,,,
2024-06-25,15601,中砂一,等價,125.95,-0.70,125.45,126.80,120.10,141,941,"118,440,100",125.86,125.95,138.50,113.40
2024-06-25,15601,中砂一,議價,,,,,,,,,,,,
2024-06-25,15823,信錦三,等價,,,,,,,,,198.00,197.00,216.00,178.00
2024-06-25,15823,信錦三,議價,,,,,,,,,,,,
2024-06-25,15864,和勤四,等價,,,,,,,,,115.00,114.00,125.40,102.60
2024-06-25,15864,和勤四,議價,,,,,,,,,,,,
2024-06-25,15865,和勤五,等價,104.15,-0.40,104.55,104.55,104.15,3,3,"313,250",104.41,104.15,114.55,93.75
2024-06-25,15865,和勤五,議價,,,,,,,,,,,,
2024-06-25,15893,永冠三KY,等價,,,,,,,,,100.80,100.80,110.85,90.75
2024-06-25,15893,永冠三KY,議價,,,,,,,,,,,,
2024-06-25,15894,永冠四KY,等價,96.05,+0.05,96.05,96.05,96.00,11,27,"2,593,050",96.03,96.05,105.65,86.45
2024-06-25,15894,永冠四KY,議價,,,,,,,,,,,,
2024-06-25,15983,岱宇三,等價,,,,,,,,,99.75,99.85,109.80,89.90
2024-06-25,15983,岱宇三,議價,,,,,,,,,,,,
2024-06-25,15991,宏佳騰一,等價,,,,,,,,,103.46,104.00,114.40,93.60
2024-06-25,15991,宏佳騰一,議價,,,,,,,,,,,,
2024-06-25,16173,榮星三,等價,146.25,-6.75,145.85,146.25,145.70,5,5,"729,250",145.85,146.25,160.00,131.65
2024-06-25,16173,榮星三,議價,,,,,,,,,,,,
2024-06-25,17271,中華化一,等價,117.50,+1.50,117.50,117.50,117.50,1,1,"117,500",117.50,117.50,129.25,105.75
2024-06-25,17271,中華化一,議價,,,,,,,,,,,,
2024-06-25,17862,科妍二,等價,278.00,+10.00,269.00,279.00,269.00,23,61,"16,709,000",273.91,278.00,305.00,251.00
2024-06-25,17862,科妍二,議價,,,,,,,,,,,,
2024-06-25,18051,寶徠一,等價,105.00,+0.50,105.00,108.50,105.00,10,60,"6,317,450",105.29,105.00,115.50,94.50
2024-06-25,18051,寶徠一,議價,,,,,,,,,,,,
2024-06-25,18156,富喬六,等價,,,,,,,,,193.00,193.00,212.00,174.00
2024-06-25,18156,富喬六,議價,,,,,,,,,,,,
2024-06-25,19094,榮成四,等價,,,,,,,,,99.52,99.35,109.25,89.45
2024-06-25,19094,榮成四,議價,,,,,,,,,,,,
2024-06-25,20121,春雨一,等價,,,,,,,,,105.00,105.00,115.50,94.50
2024-06-25,20121,春雨一,議價,,,,,,,,,,,,
2024-06-25,20122,春雨二,等價,,,,,,,,,105.00,104.95,115.40,94.50
2024-06-25,20122,春雨二,議價,,,,,,,,,,,,
2024-06-25,20123,春雨三,等價,105.00,,104.40,105.00,104.40,3,3,"314,400",104.80,105.00,115.50,94.50
2024-06-25,20123,春雨三,議價,,,,,,,,,,,,
2024-06-25,20343,允強三,等價,,,,,,,,,121.00,121.00,133.10,108.90
2024-06-25,20343,允強三,議價,,,,,,,,,,,,
2024-06-25,20612,風青二,等價,,,,,,,,,131.87,129.00,141.90,116.10
2024-06-25,20612,風青二,議價,,,,,,,,,,,,
